economy_code,economy_name,source_family,family_order,attempts_recorded,best_status,best_dataset,best_url,remaining_gap,can_support_exact_matrix
PAK,Pakistan,exhaustive_unavailability_documentation,9,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"PBS publishes aggregate annual household final consumption at current and constant prices, including fiscal 2021-22, while the purpose detail located in HIES is a 2018-19 household survey. The reviewed source chain does not provide calendar-2021 current-price S14/P31 household expenditure by all twelve Armilar purposes without survey substitution or temporal conversion.",false
NGA,Nigeria,official_national_accounts_api,1,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The official 2021 expenditure-GDP release supplies aggregate household consumption, while detailed consumption evidence located in the NBS e-library refers to a 2019 household survey. No reviewed source supplies current-price 2021 strict S14/P31 expenditure by all twelve Armilar purposes without survey substitution.",false
NGA,Nigeria,official_csv_xls_xlsx,2,1,ACQUIRED_REJECTED,NGA_NBS_GDP_EXPENDITURE_2021_PDF,https://www.nigerianstat.gov.ng/pdfuploads/Expenditure%20Report%20Revised_Q2%202020%20-Q3%202021%20and%20Provisional%20Q4%202021.pdf,The official PDF preserves the 2021 aggregate expenditure evidence but does not provide a machine-readable twelve-purpose table.,false
NGA,Nigeria,official_statistical_database,3,1,ACQUIRED_REJECTED,NGA_NBS_ELIBRARY,https://nigerianstat.gov.ng/elibrary,The portal is source-discovery evidence and not itself an exact dataset.,false
NGA,Nigeria,official_supply_and_use_tables,4,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The official 2021 expenditure-GDP release supplies aggregate household consumption, while detailed consumption evidence located in the NBS e-library refers to a 2019 household survey. No reviewed source supplies current-price 2021 strict S14/P31 expenditure by all twelve Armilar purposes without survey substitution.",false
NGA,Nigeria,official_input_output_tables,5,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The official 2021 expenditure-GDP release supplies aggregate household consumption, while detailed consumption evidence located in the NBS e-library refers to a 2019 household survey. No reviewed source supplies current-price 2021 strict S14/P31 expenditure by all twelve Armilar purposes without survey substitution.",false
NGA,Nigeria,official_structured_publications,6,1,ACQUIRED_REJECTED,NGA_NBS_ELIBRARY_REPORT_PAGE,https://www.nigerianstat.gov.ng/elibrary/read/1241168,The official 2021 expenditure-GDP release reports household consumption only as an aggregate component.,false
NGA,Nigeria,survey_or_cpi_class_c_only,7,1,ACQUIRED_REJECTED,NGA_NBS_CONSUMPTION_PATTERN_2019,https://www.nigerianstat.gov.ng/elibrary/read/1094,"The 2019 household-consumption study is survey evidence, has the wrong period and does not constitute national-accounts S14/P31 by twelve purposes.",false
NGA,Nigeria,official_classifications_methodology,8,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The official 2021 expenditure-GDP release supplies aggregate household consumption, while detailed consumption evidence located in the NBS e-library refers to a 2019 household survey. No reviewed source supplies current-price 2021 strict S14/P31 expenditure by all twelve Armilar purposes without survey substitution.",false
NGA,Nigeria,exhaustive_unavailability_documentation,9,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The official 2021 expenditure-GDP release supplies aggregate household consumption, while detailed consumption evidence located in the NBS e-library refers to a 2019 household survey. No reviewed source supplies current-price 2021 strict S14/P31 expenditure by all twelve Armilar purposes without survey substitution.",false
BGD,Bangladesh,official_national_accounts_api,1,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The current run could not acquire or validate all critical official Bangladesh source families: BGD_BBS_HIES_2022_FINAL_REPORT_PAGE, BGD_BBS_HIES_DOCUMENTATION, BGD_BBS_NSDS_PORTAL, BGD_BBS_RELEASE_CALENDAR_NATIONAL_ACCOUNTS. A closed source decision is not permitted while these attempts remain blocked.",false
BGD,Bangladesh,official_csv_xls_xlsx,2,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The current run could not acquire or validate all critical official Bangladesh source families: BGD_BBS_HIES_2022_FINAL_REPORT_PAGE, BGD_BBS_HIES_DOCUMENTATION, BGD_BBS_NSDS_PORTAL, BGD_BBS_RELEASE_CALENDAR_NATIONAL_ACCOUNTS. A closed source decision is not permitted while these attempts remain blocked.",false
BGD,Bangladesh,official_statistical_database,3,1,ACCESS_BLOCKED,BGD_BBS_NSDS_PORTAL,https://nsds.bbs.gov.bd/,"AcquisitionError: Acquisition failed for BGD_BBS_NSDS_PORTAL: attempt=1:URLError:<urlopen error [WinError 10060] Uma tentativa de ligação falhou porque o componente ligado não respondeu
corretamente após um período de tempo, ou a ligação estabelecida falhou
porque o anfitrião ligado não respondeu>; attempt=2:URLError:<urlopen error [WinError 10060] Uma tentativa de ligação falhou porque o componente ligado não respondeu
corretamente após um período de tempo, ou a ligação estabelecida falhou
porque o anfitrião ligado não respondeu>; attempt=3:URLError:<urlopen error [WinError 10060] Uma tentativa de ligação falhou porque o componente ligado não respondeu
corretamente após um período de tempo, ou a ligação estabelecida falhou
porque o anfitrião ligado não respondeu>; attempt=4:URLError:<urlopen error [WinError 10060] Uma tentativa de ligação falhou porque o componente ligado não respondeu
corretamente após um período de tempo, ou a ligação estabelecida falhou
porque o anfitrião ligado não respondeu>",false
BGD,Bangladesh,official_supply_and_use_tables,4,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The current run could not acquire or validate all critical official Bangladesh source families: BGD_BBS_HIES_2022_FINAL_REPORT_PAGE, BGD_BBS_HIES_DOCUMENTATION, BGD_BBS_NSDS_PORTAL, BGD_BBS_RELEASE_CALENDAR_NATIONAL_ACCOUNTS. A closed source decision is not permitted while these attempts remain blocked.",false
BGD,Bangladesh,official_input_output_tables,5,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The current run could not acquire or validate all critical official Bangladesh source families: BGD_BBS_HIES_2022_FINAL_REPORT_PAGE, BGD_BBS_HIES_DOCUMENTATION, BGD_BBS_NSDS_PORTAL, BGD_BBS_RELEASE_CALENDAR_NATIONAL_ACCOUNTS. A closed source decision is not permitted while these attempts remain blocked.",false
BGD,Bangladesh,official_structured_publications,6,3,ACCESS_BLOCKED,BGD_BBS_RELEASE_CALENDAR_NATIONAL_ACCOUNTS,https://nsds.bbs.gov.bd/en/release-calendar,"AcquisitionError: Acquisition failed for BGD_BBS_RELEASE_CALENDAR_NATIONAL_ACCOUNTS: attempt=1:URLError:<urlopen error [WinError 10060] Uma tentativa de ligação falhou porque o componente ligado não respondeu
corretamente após um período de tempo, ou a ligação estabelecida falhou
porque o anfitrião ligado não respondeu>; attempt=2:URLError:<urlopen error [WinError 10060] Uma tentativa de ligação falhou porque o componente ligado não respondeu
corretamente após um período de tempo, ou a ligação estabelecida falhou
porque o anfitrião ligado não respondeu>; attempt=3:URLError:<urlopen error [WinError 10060] Uma tentativa de ligação falhou porque o componente ligado não respondeu
corretamente após um período de tempo, ou a ligação estabelecida falhou
porque o anfitrião ligado não respondeu>; attempt=4:URLError:<urlopen error [WinError 10060] Uma tentativa de ligação falhou porque o componente ligado não respondeu
corretamente após um período de tempo, ou a ligação estabelecida falhou
porque o anfitrião ligado não respondeu>",false
BGD,Bangladesh,survey_or_cpi_class_c_only,7,1,ACCESS_BLOCKED,BGD_BBS_HIES_DOCUMENTATION,https://nsds.bbs.gov.bd/en/posts/85/Survey%20documentation%20for%20the%20Household%20Income%20and%20Expenditure%20Survey,"AcquisitionError: Acquisition failed for BGD_BBS_HIES_DOCUMENTATION: attempt=1:URLError:<urlopen error [WinError 10060] Uma tentativa de ligação falhou porque o componente ligado não respondeu
corretamente após um período de tempo, ou a ligação estabelecida falhou
porque o anfitrião ligado não respondeu>; attempt=2:URLError:<urlopen error [WinError 10060] Uma tentativa de ligação falhou porque o componente ligado não respondeu
corretamente após um período de tempo, ou a ligação estabelecida falhou
porque o anfitrião ligado não respondeu>; attempt=3:URLError:<urlopen error [WinError 10060] Uma tentativa de ligação falhou porque o componente ligado não respondeu
corretamente após um período de tempo, ou a ligação estabelecida falhou
porque o anfitrião ligado não respondeu>; attempt=4:URLError:<urlopen error [WinError 10060] Uma tentativa de ligação falhou porque o componente ligado não respondeu
corretamente após um período de tempo, ou a ligação estabelecida falhou
porque o anfitrião ligado não respondeu>",false
BGD,Bangladesh,official_classifications_methodology,8,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The current run could not acquire or validate all critical official Bangladesh source families: BGD_BBS_HIES_2022_FINAL_REPORT_PAGE, BGD_BBS_HIES_DOCUMENTATION, BGD_BBS_NSDS_PORTAL, BGD_BBS_RELEASE_CALENDAR_NATIONAL_ACCOUNTS. A closed source decision is not permitted while these attempts remain blocked.",false
BGD,Bangladesh,exhaustive_unavailability_documentation,9,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The current run could not acquire or validate all critical official Bangladesh source families: BGD_BBS_HIES_2022_FINAL_REPORT_PAGE, BGD_BBS_HIES_DOCUMENTATION, BGD_BBS_NSDS_PORTAL, BGD_BBS_RELEASE_CALENDAR_NATIONAL_ACCOUNTS. A closed source decision is not permitted while these attempts remain blocked.",false
VNM,Viet Nam,official_national_accounts_api,1,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The NSO 2021 socio-economic release reports aggregate final-consumption growth, while the located detailed household sources are VHLSS surveys for 2020 and 2022. No reviewed source provides current-price 2021 strict S14/P31 expenditure by all twelve Armilar purposes.",false
VNM,Viet Nam,official_csv_xls_xlsx,2,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The NSO 2021 socio-economic release reports aggregate final-consumption growth, while the located detailed household sources are VHLSS surveys for 2020 and 2022. No reviewed source provides current-price 2021 strict S14/P31 expenditure by all twelve Armilar purposes.",false
VNM,Viet Nam,official_statistical_database,3,1,ACQUIRED_REJECTED,VNM_NSO_STATISTICAL_DATA_PORTAL,https://www.nso.gov.vn/en/statistical-data/,The official statistical-data catalogue does not itself provide a pinned 2021 S14/P31 twelve-purpose table.,false
VNM,Viet Nam,official_supply_and_use_tables,4,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The NSO 2021 socio-economic release reports aggregate final-consumption growth, while the located detailed household sources are VHLSS surveys for 2020 and 2022. No reviewed source provides current-price 2021 strict S14/P31 expenditure by all twelve Armilar purposes.",false
VNM,Viet Nam,official_input_output_tables,5,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The NSO 2021 socio-economic release reports aggregate final-consumption growth, while the located detailed household sources are VHLSS surveys for 2020 and 2022. No reviewed source provides current-price 2021 strict S14/P31 expenditure by all twelve Armilar purposes.",false
VNM,Viet Nam,official_structured_publications,6,2,ACQUIRED_REJECTED,VNM_NSO_SOCIO_ECONOMIC_2021,https://www.nso.gov.vn/en/data-and-statistics/2022/01/socio-economic-situation-in-the-fourth-quarter-and-2021/,"The 2021 release reports aggregate final-consumption growth, not household expenditure levels by purpose.",false
VNM,Viet Nam,survey_or_cpi_class_c_only,7,2,ACQUIRED_REJECTED,VNM_NSO_VHLSS_2022,https://www.nso.gov.vn/en/default/2024/04/results-of-the-viet-nam-household-living-standards-survey-2022/,VHLSS 2022 is a household survey with the wrong period and cannot replace national-accounts S14/P31.,false
VNM,Viet Nam,official_classifications_methodology,8,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The NSO 2021 socio-economic release reports aggregate final-consumption growth, while the located detailed household sources are VHLSS surveys for 2020 and 2022. No reviewed source provides current-price 2021 strict S14/P31 expenditure by all twelve Armilar purposes.",false
VNM,Viet Nam,exhaustive_unavailability_documentation,9,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The NSO 2021 socio-economic release reports aggregate final-consumption growth, while the located detailed household sources are VHLSS surveys for 2020 and 2022. No reviewed source provides current-price 2021 strict S14/P31 expenditure by all twelve Armilar purposes.",false
BLR,Belarus,official_national_accounts_api,1,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,The reviewed official publications do not establish a current-price national-accounts CP02 aggregate excluding narcotics or separate strict-HFCE alcohol and tobacco cells that can be combined without allocation.,false
BLR,Belarus,official_csv_xls_xlsx,2,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,The reviewed official publications do not establish a current-price national-accounts CP02 aggregate excluding narcotics or separate strict-HFCE alcohol and tobacco cells that can be combined without allocation.,false
BLR,Belarus,official_statistical_database,3,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,The reviewed official publications do not establish a current-price national-accounts CP02 aggregate excluding narcotics or separate strict-HFCE alcohol and tobacco cells that can be combined without allocation.,false
BLR,Belarus,official_supply_and_use_tables,4,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,The reviewed official publications do not establish a current-price national-accounts CP02 aggregate excluding narcotics or separate strict-HFCE alcohol and tobacco cells that can be combined without allocation.,false
BLR,Belarus,official_input_output_tables,5,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,The reviewed official publications do not establish a current-price national-accounts CP02 aggregate excluding narcotics or separate strict-HFCE alcohol and tobacco cells that can be combined without allocation.,false
BLR,Belarus,official_structured_publications,6,1,ACQUIRED_REJECTED,BLR_BELSTAT_YEARBOOK_2022,https://belstat.gov.by/upload/iblock/57e/a76lpm9rtfb8x0l0o2t3wfts61arbk2q.pdf,The yearbook covers 2021 but does not provide an admissible strict-HFCE CP02 cell with narcotics excluded.,false
BLR,Belarus,survey_or_cpi_class_c_only,7,1,ACQUIRED_REJECTED,BLR_BELSTAT_LIVING_STANDARDS,https://www.belstat.gov.by/upload/iblock/747/h2d3js5a6ro9svs5xv2zi0fb8ov7o41i.pdf,Household living-standards expenditure is survey evidence and cannot replace national-accounts S14/P31 purpose weights.,false
BLR,Belarus,official_classifications_methodology,8,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,The reviewed official publications do not establish a current-price national-accounts CP02 aggregate excluding narcotics or separate strict-HFCE alcohol and tobacco cells that can be combined without allocation.,false
BLR,Belarus,exhaustive_unavailability_documentation,9,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,The reviewed official publications do not establish a current-price national-accounts CP02 aggregate excluding narcotics or separate strict-HFCE alcohol and tobacco cells that can be combined without allocation.,false
KWT,Kuwait,official_national_accounts_api,1,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The 2019/2021 detailed source is a household survey, while the official input-output inventory only exposes substantially older product tables. No strict 2021 national-accounts CP02 source excluding narcotics passed the gates.",false
KWT,Kuwait,official_csv_xls_xlsx,2,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The 2019/2021 detailed source is a household survey, while the official input-output inventory only exposes substantially older product tables. No strict 2021 national-accounts CP02 source excluding narcotics passed the gates.",false
KWT,Kuwait,official_statistical_database,3,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The 2019/2021 detailed source is a household survey, while the official input-output inventory only exposes substantially older product tables. No strict 2021 national-accounts CP02 source excluding narcotics passed the gates.",false
KWT,Kuwait,official_supply_and_use_tables,4,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The 2019/2021 detailed source is a household survey, while the official input-output inventory only exposes substantially older product tables. No strict 2021 national-accounts CP02 source excluding narcotics passed the gates.",false
KWT,Kuwait,official_input_output_tables,5,1,ACQUIRED_REJECTED,KWT_CSB_INPUT_OUTPUT_INVENTORY,https://www.csb.gov.kw/Pages/Statistics_en?ID=26&ParentCatID=+3,"The listed input-output sources are historical and product-based, not a 2021 purpose-classified CP02 table.",false
KWT,Kuwait,official_structured_publications,6,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The 2019/2021 detailed source is a household survey, while the official input-output inventory only exposes substantially older product tables. No strict 2021 national-accounts CP02 source excluding narcotics passed the gates.",false
KWT,Kuwait,survey_or_cpi_class_c_only,7,1,ACQUIRED_REJECTED,KWT_CSB_HIES_2019_2021,https://www.csb.gov.kw/Pages/Statistics_en?ID=16&ParentCatID=+1,The detailed 2021 source is a household survey and cannot supply exact national-accounts CP02 weights.,false
KWT,Kuwait,official_classifications_methodology,8,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The 2019/2021 detailed source is a household survey, while the official input-output inventory only exposes substantially older product tables. No strict 2021 national-accounts CP02 source excluding narcotics passed the gates.",false
KWT,Kuwait,exhaustive_unavailability_documentation,9,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The 2019/2021 detailed source is a household survey, while the official input-output inventory only exposes substantially older product tables. No strict 2021 national-accounts CP02 source excluding narcotics passed the gates.",false
SAU,Saudi Arabia,official_national_accounts_api,1,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"GASTAT confirms detailed SUTs and household expenditure surveys, but the reviewed evidence does not establish a 2021 strict-HFCE CP02 purpose cell with tobacco isolated and narcotics excluded without allocation.",false
SAU,Saudi Arabia,official_csv_xls_xlsx,2,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"GASTAT confirms detailed SUTs and household expenditure surveys, but the reviewed evidence does not establish a 2021 strict-HFCE CP02 purpose cell with tobacco isolated and narcotics excluded without allocation.",false
SAU,Saudi Arabia,official_statistical_database,3,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"GASTAT confirms detailed SUTs and household expenditure surveys, but the reviewed evidence does not establish a 2021 strict-HFCE CP02 purpose cell with tobacco isolated and narcotics excluded without allocation.",false
SAU,Saudi Arabia,official_supply_and_use_tables,4,1,ACQUIRED_REJECTED,SAU_GASTAT_SUT_IO_2018_2023,https://www.stats.gov.sa/en/w/supply-and-use-input-output-tables-2019,Product-division SUT/IO data do not by themselves provide a strict purpose-classified CP02 cell.,false
SAU,Saudi Arabia,official_input_output_tables,5,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"GASTAT confirms detailed SUTs and household expenditure surveys, but the reviewed evidence does not establish a 2021 strict-HFCE CP02 purpose cell with tobacco isolated and narcotics excluded without allocation.",false
SAU,Saudi Arabia,official_structured_publications,6,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"GASTAT confirms detailed SUTs and household expenditure surveys, but the reviewed evidence does not establish a 2021 strict-HFCE CP02 purpose cell with tobacco isolated and narcotics excluded without allocation.",false
SAU,Saudi Arabia,survey_or_cpi_class_c_only,7,1,ACQUIRED_REJECTED,SAU_GASTAT_HOUSEHOLD_EXPENDITURE_SURVEY,https://www.stats.gov.sa/en/w/hes-2,"The source is a household survey used for CPI weights, not an exact national-accounts S14/P31 matrix.",false
SAU,Saudi Arabia,official_classifications_methodology,8,1,ACQUIRED_REJECTED,SAU_GASTAT_ANNUAL_NA_METHOD,https://www.stats.gov.sa/en/w/methodology-and-quality-report-for-annual-national-accounts,The methodology documents the accounts but is not a 2021 purpose-value dataset.,false
SAU,Saudi Arabia,exhaustive_unavailability_documentation,9,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"GASTAT confirms detailed SUTs and household expenditure surveys, but the reviewed evidence does not establish a 2021 strict-HFCE CP02 purpose cell with tobacco isolated and narcotics excluded without allocation.",false
BON,Bonaire,official_national_accounts_api,1,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"CBS publishes twelve CPI product-group weights for Caribbean Netherlands and aggregate Bonaire GDP, but CPI weights are not national-accounts S14/P31 expenditure values and the GDP table is not purpose-classified HFCE.",false
BON,Bonaire,official_csv_xls_xlsx,2,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"CBS publishes twelve CPI product-group weights for Caribbean Netherlands and aggregate Bonaire GDP, but CPI weights are not national-accounts S14/P31 expenditure values and the GDP table is not purpose-classified HFCE.",false
BON,Bonaire,official_statistical_database,3,1,ACQUIRED_REJECTED,BON_CBS_GDP,https://www.cbs.nl/en-gb/figures/detail/84789ENG,The GDP table contains macroeconomic aggregates and no twelve-purpose household consumption matrix.,false
BON,Bonaire,official_supply_and_use_tables,4,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"CBS publishes twelve CPI product-group weights for Caribbean Netherlands and aggregate Bonaire GDP, but CPI weights are not national-accounts S14/P31 expenditure values and the GDP table is not purpose-classified HFCE.",false
BON,Bonaire,official_input_output_tables,5,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"CBS publishes twelve CPI product-group weights for Caribbean Netherlands and aggregate Bonaire GDP, but CPI weights are not national-accounts S14/P31 expenditure values and the GDP table is not purpose-classified HFCE.",false
BON,Bonaire,official_structured_publications,6,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"CBS publishes twelve CPI product-group weights for Caribbean Netherlands and aggregate Bonaire GDP, but CPI weights are not national-accounts S14/P31 expenditure values and the GDP table is not purpose-classified HFCE.",false
BON,Bonaire,survey_or_cpi_class_c_only,7,1,ACQUIRED_REJECTED,BON_CBS_CPI_WEIGHTS,https://www.cbs.nl/en-gb/figures/detail/84046ENG,"The twelve-group weights are CPI expenditure weights, not national-accounts S14/P31 values.",false
BON,Bonaire,official_classifications_methodology,8,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"CBS publishes twelve CPI product-group weights for Caribbean Netherlands and aggregate Bonaire GDP, but CPI weights are not national-accounts S14/P31 expenditure values and the GDP table is not purpose-classified HFCE.",false
BON,Bonaire,exhaustive_unavailability_documentation,9,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"CBS publishes twelve CPI product-group weights for Caribbean Netherlands and aggregate Bonaire GDP, but CPI weights are not national-accounts S14/P31 expenditure values and the GDP table is not purpose-classified HFCE.",false
LBR,Liberia,official_national_accounts_api,1,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The GDP report separates expenditure aggregates but does not supply a compatible twelve-purpose S14 matrix, while HIES is survey evidence. The existing supplemental nominal rows remain unreconciled in unit or concept and are excluded.",false
LBR,Liberia,official_csv_xls_xlsx,2,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The GDP report separates expenditure aggregates but does not supply a compatible twelve-purpose S14 matrix, while HIES is survey evidence. The existing supplemental nominal rows remain unreconciled in unit or concept and are excluded.",false
LBR,Liberia,official_statistical_database,3,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The GDP report separates expenditure aggregates but does not supply a compatible twelve-purpose S14 matrix, while HIES is survey evidence. The existing supplemental nominal rows remain unreconciled in unit or concept and are excluded.",false
LBR,Liberia,official_supply_and_use_tables,4,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The GDP report separates expenditure aggregates but does not supply a compatible twelve-purpose S14 matrix, while HIES is survey evidence. The existing supplemental nominal rows remain unreconciled in unit or concept and are excluded.",false
LBR,Liberia,official_input_output_tables,5,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The GDP report separates expenditure aggregates but does not supply a compatible twelve-purpose S14 matrix, while HIES is survey evidence. The existing supplemental nominal rows remain unreconciled in unit or concept and are excluded.",false
LBR,Liberia,official_structured_publications,6,1,ACQUIRED_REJECTED,LBR_LISGIS_GDP_2016_2022,https://lisgis.gov.lr/admin_area/nationalaccount/gdp20162022.pdf,"The report discusses household, government and NPISH final consumption at aggregate level, not strict S14 values by twelve purposes.",false
LBR,Liberia,survey_or_cpi_class_c_only,7,1,ACQUIRED_REJECTED,LBR_LISGIS_HIES_PORTAL,https://lisgis.gov.lr/,HIES is survey evidence and cannot resolve the national-accounts unit/concept mismatch as exact weights.,false
LBR,Liberia,official_classifications_methodology,8,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The GDP report separates expenditure aggregates but does not supply a compatible twelve-purpose S14 matrix, while HIES is survey evidence. The existing supplemental nominal rows remain unreconciled in unit or concept and are excluded.",false
LBR,Liberia,exhaustive_unavailability_documentation,9,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The GDP report separates expenditure aggregates but does not supply a compatible twelve-purpose S14 matrix, while HIES is survey evidence. The existing supplemental nominal rows remain unreconciled in unit or concept and are excluded.",false
